"DR.Number","Date.Occurred","Time.Occurred","Hour","Weapon.Description","Status.Description","Address","Cross.Street","Longitude","Latitude"
141909467,"04/04/2014",2225,22,"UNKNOWN FIREARM","Invest Cont","14600    BLYTHE                       ST","",-118.451,34.2152
141909865,"04/12/2014",2205,22,"HAND GUN","Invest Cont","TUPPER                       ST","WILLIS                       AV",-118.455,34.2391
141910162,"04/07/2014",700,7,"HAND GUN","Invest Cont","9600    LANGDON                      AV","",-118.4697,34.2446
141910709,"04/28/2014",1,0,"SHOTGUN","Adult Arrest","SEPULVEDA","RAYEN",-118.4676,34.2319
141911613,"05/11/2014",2200,22,"HAND GUN","Invest Cont","14600    BLYTHE                       ST","",-118.451,34.2152
141911963,"05/18/2014",1900,19,"UNKNOWN FIREARM","Invest Cont","14200    AZTEC                        ST","",-118.4447,34.2963
141912358,"05/25/2014",1930,19,"SEMI-AUTOMATIC PISTOL","Invest Cont","BLEDSOE","SAN FERNANDO",-118.4661,34.3046
141917069,"08/11/2014",2025,20,"HAND GUN","Adult Other","14000    HERRON                       ST","",-118.4383,34.3047
141918446,"09/06/2014",50,0,"UNKNOWN FIREARM","Invest Cont","14300    ORO GRANDE                   ST","",-118.4463,34.3068
141918921,"09/14/2014",2250,22,"SEMI-AUTOMATIC PISTOL","Invest Cont","SAN FERNANDO                 RD","MONTE                        ST",-118.4749,34.3113
141919673,"09/27/2014",2000,20,"HAND GUN","Invest Cont","DAUBERT                      ST","BARTEE                       AV",-118.4488,34.2668
141921583,"11/01/2014",100,1,"UNKNOWN FIREARM","Invest Cont","14800    CHASE                        ST","",-118.4553,34.2247
141922497,"11/18/2014",320,3,"HAND GUN","Invest Cont","HUBBARD","ENVOY",-118.4528,34.2879
142004894,"01/20/2014",2140,21,"REVOLVER","Adult Arrest","14TH                         ST","MAGNOLIA",-118.2864,34.0463
142006451,"02/22/2014",1615,16,"UNKNOWN FIREARM","Invest Cont","3300 W  OLYMPIC                      BL","",-118.3091,34.0527
142006953,"03/07/2014",5,0,"HAND GUN","Invest Cont","800 S  SERRANO                      AV","",-118.3066,34.0577
142007084,"03/09/2014",315,3,"HAND GUN","Invest Cont","1700 S  ARDMORE                      AV","",-118.3028,34.0424
142007697,"03/22/2014",155,1,"HAND GUN","Adult Other","1000 S  HOBART                       BL","",-118.3052,34.0526
142009311,"04/27/2014",350,3,"RIFLE","Invest Cont","2700 W  12TH                         ST","",-118.2979,34.0491
142009440,"04/25/2014",200,2,"UNKNOWN WEAPON/OTHER WEAPON","Invest Cont","12TH                         ST","IROLO                        ST",-118.301,34.0491
142009956,"05/10/2014",2150,21,"UNKNOWN WEAPON/OTHER WEAPON","Invest Cont","2100 W  WASHINGTON                   BL","",-118.3062,34.04
142011348,"06/06/2014",2100,21,"UNKNOWN FIREARM","Invest Cont","500 N  HARVARD                      BL","",-118.3046,34.0799
142011595,"06/11/2014",2220,22,"HAND GUN","Adult Arrest","PICO                         BL","IROLO                        ST",-118.301,34.0472
142012616,"07/02/2014",2330,23,"HAND GUN","Invest Cont","COUNCIL                      ST","WESTERN                      AV",-118.3091,34.0747
142014607,"08/10/2014",645,6,"HAND GUN","Invest Cont","CLINTON                      AV","WESTERN                      AV",-118.3091,34.0817
142019423,"11/14/2014",1240,12,"SEMI-AUTOMATIC PISTOL","Adult Other","900 S  MANHATTAN                    PL","",-118.3102,34.0559
142020092,"11/26/2014",2000,20,"UNKNOWN FIREARM","Invest Cont","2200 W  21ST                         ST","",-118.312,34.0378
142020444,"12/05/2014",1620,16,"SEMI-AUTOMATIC PISTOL","Invest Cont","600    SHATTO                       PL","",-118.2903,34.0608
142100920,"12/12/2014",1445,14,"SEMI-AUTOMATIC PISTOL","Adult Arrest","6800    OAKDALE                      AV","",-118.5666,34.1938
142108611,"04/14/2014",2100,21,"SEMI-AUTOMATIC PISTOL","Invest Cont","6200    VARIEL                       AV","",-118.5928,34.1829
142114306,"08/18/2014",412,4,"HAND GUN","Adult Other","7000    JUMILLA                      AV","",-118.5634,34.1975
142117428,"10/25/2014",1845,18,"HAND GUN","Invest Cont","21700    SHERMAN                      WY","",-118.6016,34.201
142118222,"11/11/2014",1945,19,"REVOLVER","Adult Other","7400    MADORA                       AV","",-118.5662,34.2048
150907043,"06/07/2014",1400,14,"HAND GUN","Adult Other","15400    GAULT                        ST","",-118.4684,34.1994
151304566,"01/12/2014",1940,19,"HAND GUN","Invest Cont","600 E  40TH                         PL","",-118.2653,34.0102
151604002,"12/31/2014",1915,19,"HAND GUN","Invest Cont","10800    LEHIGH                       AV","",-118.4144,34.2665
151604788,"11/20/2014",800,8,"HAND GUN","Invest Cont","12000    FOOTHILL                     BL","",-118.3977,34.277
151805517,"11/26/2014",920,9,"HAND GUN","Adult Other","9300 S  MAIN                         ST","",-118.2739,33.9519
171910255,"04/22/2014",1900,19,"HAND GUN","Invest Cont","9600    SYLMAR                       AV","",-118.4475,34.244
150101253,"08/08/2015",100,1,"UNKNOWN FIREARM","Invest Cont","OLIVE                        ST","PICO                         BL",-118.2633,34.0383
150101484,"10/14/2015",2100,21,"UNKNOWN FIREARM","Invest Cont","1700    MAPLE                        AV","",-118.2619,34.0335
150106739,"02/13/2015",330,3,"UNKNOWN FIREARM","Invest Cont","700 S  OLIVE                        ST","",-118.2556,34.0467
150117704,"07/15/2015",1800,18,"UNKNOWN FIREARM","Invest Cont","700 S  OLIVE                        ST","",-118.2556,34.0467
150123407,"10/14/2015",1530,15,"OTHER FIREARM","Invest Cont","700    WILSHIRE                     BL","",-118.2571,34.0487
150200538,"01/25/2015",325,3,"HAND GUN","Invest Cont","500 S  CORONADO                     ST","",-118.2791,34.064
150200665,"03/29/2015",1652,16,"UNKNOWN FIREARM","Invest Cont","UNION                        AV","COURT                        ST",-118.2641,34.0673
150200668,"03/29/2015",2110,21,"UNKNOWN FIREARM","Invest Cont","12TH                         ST","VALENCIA                     ST",-118.276,34.0462
150200670,"03/30/2015",2000,20,"UNKNOWN FIREARM","Invest Cont","300 S  CORONADO                     ST","",-118.2811,34.0628
150200694,"03/27/2015",2100,21,"UNKNOWN FIREARM","Invest Cont","1600 S  UNION                        AV","",-118.2791,34.0416
150200774,"05/28/2015",2310,23,"HAND GUN","Invest Cont","LINWOOD","HARTFORD",-118.2682,34.0508
150200792,"06/07/2015",1530,15,"","Invest Cont","200    ROSEMONT                     AV","",-118.2718,34.0693
150200862,"07/15/2015",2300,23,"UNKNOWN FIREARM","Invest Cont","1300    COURT                        ST","",-118.2567,34.0641
150201064,"10/04/2015",20,0,"","Invest Cont","200 N  BONNIE BRAE                  ST","",-118.2671,34.067
150204272,"01/06/2015",2145,21,"UNKNOWN FIREARM","Invest Cont","VENICE                       ST","HOOVER",-118.2841,34.0438
150204446,"01/09/2015",1700,17,"UNKNOWN FIREARM","Invest Cont","1600 W  6TH                          ST","",-118.2691,34.057
150204913,"01/18/2015",2350,23,"SEMI-AUTOMATIC PISTOL","Invest Cont","1400 W  6TH                          ST","",-118.2673,34.0562
150206604,"02/17/2015",1010,10,"UNKNOWN FIREARM","Invest Cont","600 N  DILLON","",-118.2803,34.0758
150206757,"02/20/2015",300,3,"HAND GUN","Invest Cont","600 S  WESTLAKE                     AV","",-118.2736,34.059
150206780,"02/18/2015",2200,22,"UNKNOWN FIREARM","Invest Cont","800 S  ALVARADO                     ST","",-118.2778,34.0549
150208808,"03/28/2015",1440,14,"HAND GUN","Invest Cont","200 N  TOLUCA                       ST","",-118.2575,34.0633
150208822,"03/28/2015",1700,17,"HAND GUN","Invest Cont","LYNWOOD","HARTFORD                     AV",-118.2683,34.0508
150208856,"03/29/2015",2045,20,"UNKNOWN FIREARM","Invest Cont","300    WITMER                       ST","",-118.2635,34.0591
150208957,"03/31/2015",1445,14,"UNKNOWN FIREARM","Invest Cont","1000 W  17TH                         ST","",-118.278,34.0398
150209712,"04/16/2015",1520,15,"HAND GUN","Invest Cont","ALBANY                       ST","14TH                         ST",-118.275,34.0417
150209726,"04/16/2015",2230,22,"UNKNOWN FIREARM","Invest Cont","1700 S  BONNIE BRAE                  ST","",-118.2827,34.0444
150209758,"04/17/2015",1940,19,"HAND GUN","Invest Cont","1200 W  8TH                          ST","",-118.2677,34.0496
150210205,"04/25/2015",1145,11,"HAND GUN","Invest Cont","900 W  17TH                         ST","",-118.2762,34.0389
150211087,"05/10/2015",1210,12,"HAND GUN","Invest Cont","1600 W  7TH                          ST","",-118.2712,34.0539
150213287,"06/19/2015",2250,22,"HAND GUN","Invest Cont","2000 W  8TH                          ST","",-118.2767,34.0544
150213297,"06/20/2015",220,2,"HAND GUN","Invest Cont","100 S  CARONDELET                   ST","",-118.2746,34.0686
150215785,"08/06/2015",1615,16,"UNKNOWN FIREARM","Invest Cont","200 N  TOLUCA                       ST","",-118.2575,34.0633
150217403,"09/05/2015",105,1,"UNKNOWN FIREARM","Invest Cont","700 S  WESTLAKE                     AV","",-118.2756,34.0559
150217404,"09/05/2015",105,1,"UNKNOWN FIREARM","Invest Cont","700 S  WESTLAKE                     AV","",-118.2756,34.0559
150218717,"09/30/2015",1025,10,"HAND GUN","Adult Other","1500 W  PICO                         BL","",-118.2738,34.0453
150220376,"11/01/2015",245,2,"KNIFE WITH BLADE 6INCHES OR LESS","Invest Cont","DOUGLAS                      ST","1ST                          ST",-118.2586,34.0616
150221087,"11/13/2015",6,0,"UNKNOWN FIREARM","Invest Cont","700 S  WESTLAKE                     AV","",-118.2756,34.0559
150221355,"11/21/2015",155,1,"UNKNOWN FIREARM","Invest Cont","400 N  BIXEL                        ST","",-118.2546,34.0647
150222705,"12/18/2015",1845,18,"UNKNOWN FIREARM","Invest Cont","600 S  BURLINGTON                   AV","",-118.2715,34.058
150222747,"12/19/2015",305,3,"OTHER FIREARM","Invest Cont","200 N  BONNIE BRAE                  ST","",-118.2671,34.067
150223014,"12/24/2015",1905,19,"HAND GUN","Invest Cont","600    LITTLE                       ST","",-118.2722,34.0559
150300502,"01/02/2015",1840,18,"UNKNOWN FIREARM","Invest Cont","4000 S  HOBART                       BL","",-118.3078,34.0109
150300570,"01/22/2015",300,3,"REVOLVER","Invest Cont","3900    DUBLIN                       AV","",-118.3222,34.0146
150300614,"02/18/2015",1517,15,"UNKNOWN WEAPON/OTHER WEAPON","Invest Cont","3900    WALTON                       AV","",-118.2948,34.0155
150300742,"04/07/2015",2240,22,"REVOLVER","Adult Other","1300 W  37TH                         ST","",-118.2977,34.021
150300785,"04/24/2015",1150,11,"HAND GUN","Invest Cont","W  48TH                         ST","3RD                          AV",-118.329,34.0074
150300810,"05/02/2015",2255,22,"SEMI-AUTOMATIC PISTOL","Adult Other","3000    HALLDALE                     AV","",-118.3028,34.0273
150300813,"05/03/2015",1905,19,"HAND GUN","Invest Cont","4000 W  28TH                         ST","",-118.3292,34.0315
150300818,"05/05/2015",1030,10,"REVOLVER","Invest Cont","GIBRALTAR                    AV","PINAFORE                     ST",-118.3547,34.0149
150301036,"08/17/2015",145,1,"UNKNOWN FIREARM","Invest Cont","700 W  42ND                         PL","",-118.2857,34.0062
150301079,"09/08/2015",1325,13,"OTHER FIREARM","Adult Other","5000    5TH                          AV","",-118.3225,33.9975
150301166,"11/01/2015",125,1,"REVOLVER","Invest Cont","W  39TH                         PL","S  VERMONT                      AV",-118.2915,34.0141
150304052,"01/01/2015",200,2,"REVOLVER","Adult Other","W  28TH                         ST","NORTON                       AV",-118.3327,34.0312
150304473,"01/08/2015",1945,19,"REVOLVER","Adult Other","2600 W  VERNON                       AV","",-118.3201,34.0072
150304717,"01/08/2015",1200,12,"UNKNOWN FIREARM","Invest Cont","5000 W  JEFFERSON                    BL","",-118.352,34.0255
150305908,"02/01/2015",1410,14,"HAND GUN","Invest Cont","4400    PINAFORE                     ST","",-118.3477,34.0127
150306352,"02/09/2015",1120,11,"REVOLVER","Adult Arrest","600 W  43RD                         PL","",-118.2842,34.0046
150306624,"02/13/2015",2305,23,"HAND GUN","Invest Cont","1900 W  42ND                         PL","",-118.3138,34.0064
150306679,"02/14/2015",1145,11,"UNKNOWN FIREARM","Invest Cont","W  ADAMS                        BL","COCHRAN                      AV",-118.3587,34.0325
150306710,"02/15/2015",1240,12,"REVOLVER","Invest Cont","4000    NICOLET                      AV","",-118.3531,34.0171
150306756,"02/16/2015",130,1,"HAND GUN","Invest Cont","4200 W  ADAMS                        BL","",-118.3308,34.0326
150307193,"02/23/2015",100,1,"RIFLE","Invest Cont","LINSCOTT                     PL","NICOLET                      AV",-118.3477,34.017
150307809,"03/04/2015",1330,13,"STARTER PISTOL/REVOLVER","Invest Cont","4000 S  HOBART                       BL","",-118.3078,34.0109
150307862,"03/06/2015",800,8,"HAND GUN","Invest Cont","VIRGINIA                     RD","W  29TH                         ST",-118.3395,34.0295
150307863,"03/06/2015",800,8,"HAND GUN","Invest Cont","VIRGINIA                     RD","29TH                         ST",-118.3395,34.0295
150307864,"03/06/2015",800,8,"HAND GUN","Invest Cont","VIRGINIA                     RD","29TH                         ST",-118.3395,34.0295
150307866,"03/06/2015",800,8,"HAND GUN","Invest Cont","VIRGINIA                     RD","29TH                         ST",-118.3395,34.0295
150307867,"03/06/2015",800,8,"SEMI-AUTOMATIC PISTOL","Invest Cont","VIRGINIA                     RD","29TH                         ST",-118.3395,34.0295
150309868,"04/04/2015",1700,17,"REVOLVER","Invest Cont","2900    VINEYARD                     AV","",-118.3492,34.0283
150311187,"04/23/2015",2200,22,"HAND GUN","Invest Cont","1900 W  ADAMS                        BL","",-118.3046,34.0349
150311354,"04/27/2015",805,8,"REVOLVER","Invest Cont","4200    HALLDALE                     AV","",-118.3023,34.0072
150311508,"04/29/2015",910,9,"REVOLVER","Invest Cont","W  42ND                         ST","S  VERMONT                      AV",-118.2915,34.0073
150312146,"05/11/2015",818,8,"HAND GUN","Invest Cont","1100    EXPOSITION                   BL","",-118.2944,34.0182
150312521,"05/16/2015",1230,12,"REVOLVER","Invest Cont","3900 S  WESTERN                      AV","",-118.313,34.0146
150315007,"06/21/2015",2350,23,"REVOLVER","Invest Cont","1100 W  MARTIN LUTHER KING JR        BL","",-118.2937,34.0145
150316232,"07/12/2015",2330,23,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","Invest Cont","1800 W  24TH                         ST","",-118.303,34.0346
150317131,"07/27/2015",2000,20,"UNKNOWN FIREARM","Invest Cont","4300 S  FIGUEROA                     ST","",-118.285,34.0074
150317441,"07/31/2015",1110,11,"HAND GUN","Invest Cont","W  MARTIN LUTHER KING JR        BL","S  WESTERN                      AV",-118.3089,34.0109
150318338,"08/14/2015",1730,17,"UNKNOWN FIREARM","Invest Cont","4100    3RD                          AV","",-118.3204,34.0108
150319124,"08/27/2015",150,1,"HAND GUN","Adult Arrest","SAINT JAMES                  PK","SCARFF                       ST",-118.2865,34.0305
150320685,"09/12/2015",2300,23,"UNKNOWN FIREARM","Invest Cont","3900    HILLCREST                    DR","",-118.3477,34.017
150320709,"09/19/2015",1335,13,"HAND GUN","Invest Cont","1100 W  39TH                         PL","",-118.2978,34.0141
150321433,"09/29/2015",2150,21,"UNKNOWN FIREARM","Invest Cont","4600    2ND                          AV","",-118.3192,34.0019
150325044,"11/20/2015",1800,18,"REVOLVER","Invest Cont","3700    3RD                          AV","",-118.3201,34.0203
150325483,"11/28/2015",2210,22,"RIFLE","Adult Other","4100    SUTRO                        AV","",-118.3231,34.0099
150326066,"12/06/2015",1910,19,"SEMI-AUTOMATIC PISTOL","Invest Cont","WALTON                       AV","W  39TH                         ST",-118.2949,34.0155
150326459,"12/13/2015",1420,14,"SEMI-AUTOMATIC PISTOL","Invest Cont","2500    8TH                          AV","",-118.326,34.0344
150326745,"12/17/2015",1405,14,"HAND GUN","Invest Cont","W  27TH                         ST","HALLDALE                     AV",-118.3028,34.0309
150327049,"12/22/2015",1810,18,"HAND GUN","Invest Cont","2ND                          AV","MARTIN LUTHER KING JR        BL",-118.3193,34.0108
150400628,"03/15/2015",435,4,"SHOTGUN","Adult Arrest","400 N  SOTO                         ST","",-118.2072,34.0477
150400643,"03/26/2015",2100,21,"UNKNOWN FIREARM","Invest Cont","2800    THE MALL","",-118.2158,34.0248
150400876,"07/06/2015",2145,21,"HAND GUN","Invest Cont","2400    MANITOU                      AV","",-118.2169,34.0718
150400826,"06/19/2015",1130,11,"","Invest Cont","4200    BARRETT                      RD","",-118.1655,34.0938
150400851,"06/28/2015",1245,12,"HAND GUN","Invest Cont","4500    TURQUOISE                    ST","",-118.1918,34.08
150400879,"07/07/2015",2100,21,"","Invest Cont","3200    FOLSOM                       ST","",-118.1954,34.0434
